Known As,Full Name,Overall,Nationality,Age,Club Name,Wage(in Euro)
'M. Sels','Matz Sels',79,'Belgium',30.0,'RC Strasbourg Alsace',24000.0
'M. Riemann','Manuel Riemann',79,'Germany',33.0,'VfL Bochum 1848',23000.0
'Sérgio Oliveira','Sérgio Miguel Relvas de Oliveira',79,'Portugal',30.0,'Galatasaray SK',70000.0
'M. Zaccagni','Mattia Zaccagni',79,'Italy',27.0,'Lazio',57000.0
'M. Perin','Mattia Perin',79,'Italy',29.0,'Juventus',78000.0
'N. Lodeiro','Nicolás Lodeiro',79,'Uruguay',33.0,'Seattle Sounders FC',12000.0
'C. Wilson','Callum Wilson',79,'England',30.0,'Newcastle United',95000.0
'Y. Rakitskyi','Yaroslav Rakitskyi',79,'Ukraine',32.0,'Adana Demirspor',25000.0
'D. Ings','Danny Ings',79,'England',29.0,'Aston Villa',95000.0
'N. Matic','Nemanja Matic',79,'Serbia',33.0,'Roma',60000.0
'M. Silvestri','Marco Silvestri',79,'Italy',31.0,'Udinese Calcio',16000.0
'M. Antonio','Michail Antonio',79,'Jamaica',32.0,'West Ham United',79000.0
'A. Florenzi','Alessandro Florenzi',79,'Italy',31.0,'AC Milan',60000.0
'Héctor Bellerín','Héctor Bellerín Moruno',79,'Spain',27.0,'FC Barcelona',115000.0
'A. Milik','Arkadiusz Milik',79,'Poland',28.0,'Juventus',50000.0
'L. Ajorque','Ludovic Ajorque',79,'France',28.0,'RC Strasbourg Alsace',36000.0
'D. Djené','Dakonam Djené',79,'Togo',30.0,'Getafe CF',30000.0
'L. Zelarayán','Lucas Zelarayán',79,'Armenia',30.0,'Columbus Crew',12000.0
'F. Armani','Franco Armani',79,'Argentina',35.0,'River Plate',10000.0
'P. Onuachu','Paul Ebere Onuachu',79,'Nigeria',28.0,'KRC Genk',24000.0
'C. Mbemba','Chancel Mbemba',79,'Congo DR',27.0,'Olympique de Marseille',40000.0
'B. Djimsiti','Berat Djimsiti',79,'Albania',29.0,'Atalanta',51000.0
'Matheus','Matheus Lima Magalhães',79,'Brazil',29.0,'SC Braga',15000.0
'M. Keane','Michael Keane',79,'England',29.0,'Everton',45000.0
'S. Umtiti','Samuel Umtiti',79,'France',28.0,'Lecce',125000.0
'Denis Suárez','Denis Suárez Fernández',79,'Spain',28.0,'RC Celta de Vigo',30000.0
'Luiz Felipe','Luiz Felipe Ramos Marchi',79,'Italy',25.0,'Real Betis Balompié',25000.0
'Jadson Bardeira','Jadson Bardeira Cunha',78,'Brazil',22.0,'Sport Club Corinthians Paulista',31000.0
'A. Bayindir','Altay Bayindir',78,'Turkey',24.0,'Fenerbahçe SK',39000.0
'J. Todibo','Jean-Clair Todibo',78,'France',22.0,'OGC Nice',34000.0
'A. Espino','Alfonso Espino',78,'Uruguay',30.0,'Cádiz CF',30000.0
'Gabriel Martinelli','Gabriel Teodoro Martinelli Silva',78,'Brazil',21.0,'Arsenal',56000.0
'Evanilson','F. Evanilson de Lima Barbosa',78,'Brazil',22.0,'FC Porto',15000.0
'G. Mamardashvili','Giorgi Mamardashvili',78,'Georgia',21.0,'Valencia CF',17000.0
'A. Dixon','Ash Dixon',78,'England',26.0,'AFC Richmond',46000.0
'T. Roberts','Tanaka Roberts',78,'Zimbabwe',29.0,'AFC Richmond',57000.0
'M. Simakan','Mohamed Simakan',78,'France',22.0,'RB Leipzig',39000.0
'J. Pavlenka','Jirí Pavlenka',78,'Czech Republic',30.0,'SV Werder Bremen',21000.0
'M. Gómez','Maximiliano Gómez',78,'Uruguay',25.0,'Trabzonspor',40000.0
'S. Kalajdic','Saa Kalajdic',78,'Austria',24.0,'Wolverhampton Wanderers',72000.0
'G. Vicario','Guglielmo Vicario',78,'Italy',25.0,'Empoli',10000.0
'M. Guéhi','Marc Guéhi',78,'England',21.0,'Crystal Palace',36000.0
'P. Rajkovic','Predrag Rajkovic',78,'Serbia',26.0,'RCD Mallorca',21000.0
'S. Gigot','Samuel Gigot',78,'France',28.0,'Olympique de Marseille',38000.0
'G. Maripán','Guillermo Maripán',78,'Chile',28.0,'AS Monaco',48000.0
'G. Simeone','Giovanni Simeone',78,'Argentina',26.0,'Napoli',33000.0
'Paulinho','João Paulo Dias Fernandes',78,'Portugal',29.0,'Sporting CP',18000.0
'T. Stepanenko','Taras Stepanenko',78,'Ukraine',32.0,'Shakhtar Donetsk',1000.0
'Juan Bernat','Juan Bernat Velasco',78,'Spain',29.0,'Paris Saint-Germain',68000.0
'Mário Rui','Mário Rui Silva Duarte',78,'Portugal',31.0,'Napoli',47000.0
'R. Ruidíaz','Raúl Ruidíaz',78,'Peru',31.0,'Seattle Sounders FC',12000.0
'C. Dawson','Craig Dawson',78,'England',32.0,'West Ham United',60000.0
'Víctor Ruiz','Víctor Ruiz Torre',78,'Spain',33.0,'Real Betis Balompié',24000.0
'Mario Gaspar','Mario Gaspar Pérez Martínez',78,'Spain',31.0,'Watford',43000.0
'M. Hitz','Marwin Hitz',78,'Switzerland',34.0,'FC Basel 1893',17000.0
'B. Mee','Ben Mee',78,'England',32.0,'Brentford',46000.0
'G. Bonaventura','Giacomo Bonaventura',78,'Italy',32.0,'Fiorentina',52000.0
'F. Caputo','Francesco Caputo',78,'Italy',34.0,'U.C. Sampdoria',25000.0
'O. Ighalo','Odion Ighalo',78,'Nigeria',33.0,'Al Hilal',45000.0
'C. Bravo','Claudio Bravo',78,'Chile',39.0,'Real Betis Balompié',11000.0
'S. Romero','Sergio Romero',78,'Argentina',35.0,'Boca Juniors',10000.0
'A. Plea','Alassane Plea',78,'France',29.0,'Borussia Mönchengladbach',35000.0
'P. Bamford','Patrick Bamford',78,'England',28.0,'Leeds United',48000.0
'J. Lingard','Jesse Lingard',78,'England',29.0,'Nottingham Forest',65000.0
'S. Dimitrievski','Stole Dimitrievski',78,'North Macedonia',28.0,'Rayo Vallecano',18000.0
'A. Mitrovic','Aleksandar Mitrovic',78,'Serbia',27.0,'Fulham',63000.0
'L. Alario','Lucas Alario',78,'Argentina',29.0,'Eintracht Frankfurt',35000.0
'T. Strakosha','Thomas Strakosha',78,'Albania',27.0,'Brentford',37000.0
'Gilberto','Gilberto Moraes Júnior',78,'Brazil',29.0,'SL Benfica',15000.0
'P. Gollini','Pierluigi Gollini',78,'Italy',27.0,'Fiorentina',36000.0
'J. Martínez','Josef Martínez',78,'Venezuela',29.0,'Atlanta United',12000.0
'Pacheco','Fernando Pacheco Flores',78,'Spain',30.0,'Unión Deportiva Almería',21000.0
'M. Senesi','Marcos Senesi',78,'Argentina',25.0,'AFC Bournemouth',44000.0
'E. Pérez','Enzo Pérez',78,'Argentina',36.0,'River Plate',13000.0
'J. Tavernier','James Tavernier',78,'England',30.0,'Rangers FC',51000.0
'Willian José','Willian José da Silva',78,'Brazil',30.0,'Real Betis Balompié',28000.0
'E. Ünal','Enes Ünal',78,'Turkey',25.0,'Getafe CF',31000.0
'G. Arias','Gabriel Arias',78,'Chile',34.0,'Racing Club',16000.0
'S. Rochet','Sergio Rochet',78,'Uruguay',29.0,'Club Nacional de Football',850.0
'A. Nübel','Alexander Nübel',78,'Germany',25.0,'AS Monaco',39000.0
'Sergio Herrera','Sergio Herrera Pirón',78,'Spain',29.0,'CA Osasuna',24000.0
'A. Meret','Alex Meret',78,'Italy',25.0,'Napoli',36000.0
'D. Caleta-Car','Duje Caleta-Car',78,'Croatia',25.0,'Southampton',48000.0
'D. D''Ambrosio','Danilo D''Ambrosio',78,'Italy',33.0,'Inter',54000.0
'M. Ryan','Mathew Ryan',78,'Australia',30.0,'F.C. København',20000.0
'R. Borré','Rafael Santos Borré',78,'Colombia',26.0,'Eintracht Frankfurt',33000.0
'J. Brooks','John Brooks',78,'United States',29.0,'SL Benfica',15000.0
'G. Caprari','Gianluca Caprari',78,'Italy',28.0,'AC Monza',34000.0
'W. Boly','Willy Boly',78,'Côte d''Ivoire',31.0,'Nottingham Forest',57000.0
'M. Rojo','Marcos Rojo',78,'Argentina',32.0,'Boca Juniors',18000.0
'A. Mandi','Aïssa Mandi',78,'Algeria',30.0,'Villarreal CF',31000.0
'L. Unnerstall','Lars Unnerstall',78,'Germany',31.0,'FC Twente',12000.0
'G. Trauner','Gernot Trauner',78,'Austria',30.0,'Feyenoord',12000.0
'Lucas Pérez','Lucas Pérez Martínez',78,'Spain',33.0,'Cádiz CF',35000.0
'M. Niakhaté','Moussa Niakhaté',78,'France',26.0,'Nottingham Forest',57000.0
'P. Lienhart','Philipp Lienhart',78,'Austria',25.0,'Sport-Club Freiburg',27000.0
'Brahim','Brahim Díaz',78,'Spain',22.0,'AC Milan',110000.0
'J. Karlsson','Jesper Karlsson',78,'Sweden',23.0,'AZ Alkmaar',13000.0
'Ç. Söyüncü','Çaglar Söyüncü',78,'Turkey',26.0,'Leicester City',69000.0
'Zubeldia','Igor Zubeldia Elorza',78,'Spain',25.0,'Real Sociedad',29000.0
'Odriozola','Álvaro Odriozola Arzalluz',78,'Spain',26.0,'Real Madrid CF',115000.0
'Diogo Dalot','José Diogo Dalot Teixeira',78,'Portugal',23.0,'Manchester United',78000.0
'D. Lovren','Dejan Lovren',78,'Croatia',32.0,'Free agent',0.0
'Jonatão Praz','Jonathan Prazeres Conradi',78,'Brazil',22.0,'Flamengo',38000.0
'C. Lenglet','Clément Lenglet',78,'France',27.0,'Tottenham Hotspur',105000.0
'Fredditinho','Fred Claudinei Tófoli Vilela',78,'Brazil',34.0,'Palmeiras',43000.0
'Gerson','Gerson Santos da Silva',78,'Brazil',25.0,'Olympique de Marseille',38000.0
'E. Audero','Emil Audero',78,'Italy',25.0,'U.C. Sampdoria',16000.0
'J. Aidoo','Joseph Aidoo',78,'Ghana',26.0,'RC Celta de Vigo',24000.0
'L. Nmecha','Lukas Nmecha',78,'Germany',23.0,'VfL Wolfsburg',44000.0
'Pedrão Tofico','Pedro Tofico Dourado Hermes',78,'Brazil',26.0,'Flamengo',37000.0
'Dante','Dante Bonfim Costa Santos',78,'Brazil',38.0,'OGC Nice',28000.0
'T. Mings','Tyrone Mings',78,'England',29.0,'Aston Villa',72000.0
'K. Koné','Kouadio Manu Koné',77,'France',21.0,'Borussia Mönchengladbach',21000.0
'S. Kritsyuk','Stanislav Kritsyuk',77,'Russia',31.0,'Gil Vicente FC',10000.0
'P. Díaz','Paulo Díaz',77,'Chile',27.0,'River Plate',17000.0
'C. Izquierdoz','Carlos Izquierdoz',77,'Argentina',33.0,'Real Sporting de Gijón',11000.0
'D. Benedetto','Darío Benedetto',77,'Argentina',32.0,'Boca Juniors',20000.0
'M. Borjan','Milan Borjan',77,'Canada',34.0,'Free agent',0.0
'M. Batshuayi','Michy Batshuayi',77,'Belgium',28.0,'Fenerbahçe SK',68000.0
'C. Kramer','Christoph Kramer',77,'Germany',31.0,'Borussia Mönchengladbach',26000.0
'A. Gomis','Alfred Gomis',77,'Senegal',28.0,'Stade Rennais FC',34000.0
'M. Icardi','Mauro Icardi',77,'Argentina',29.0,'Galatasaray SK',75000.0
'B. Lecomte','Benjamin Lecomte',77,'France',31.0,'RCD Espanyol de Barcelona',35000.0
'N. Pallois','Nicolas Pallois',77,'France',34.0,'FC Nantes',25000.0
'A. Oxlade-Chamberlain','Alex Oxlade-Chamberlain',77,'England',28.0,'Liverpool',90000.0
'F. Midtsjø','Fredrik Midtsjø',77,'Norway',28.0,'Galatasaray SK',62000.0
'J. Svensson','Jonas Svensson',77,'Norway',29.0,'Adana Demirspor',22000.0
'I. Toney','Ivan Toney',77,'England',26.0,'Brentford',51000.0
'A. Djiku','Alexander Djiku',77,'Ghana',27.0,'RC Strasbourg Alsace',25000.0
'I. Diop','Issa Diop',77,'France',25.0,'Fulham',48000.0
'M. Turner','Matt Turner',77,'United States',28.0,'Arsenal',56000.0
'R. Kristensen','Rasmus Kristensen',77,'Denmark',24.0,'Leeds United',31000.0
'Bruno Viana','Bruno Viana Willemen Da Silva',77,'Brazil',27.0,'Wuhan FC',15000.0
'Gedson Fernandes','Gedson Carvalho Fernandes',77,'Portugal',23.0,'Besiktas JK',42000.0
'Z. Steffen','Zack Steffen',77,'United States',27.0,'Middlesbrough',73000.0
'W. Faes','Wout Faes',77,'Belgium',24.0,'Leicester City',56000.0
'S. Lukic','Saa Lukic',77,'Serbia',25.0,'Torino F.C.',40000.0
'D. Lazovic','Darko Lazovic',77,'Serbia',31.0,'Hellas Verona',28000.0
'P. Max','Philipp Max',77,'Germany',28.0,'PSV',18000.0
'F. Lejeune','Florian Lejeune',77,'France',31.0,'Rayo Vallecano',13000.0
'R. Gikiewicz','Rafal Gikiewicz',77,'Poland',34.0,'FC Augsburg',21000.0
'Hugo Mallo','Hugo Mallo Novegil',77,'Spain',31.0,'RC Celta de Vigo',22000.0
'B. Yilmaz','Burak Yilmaz',77,'Turkey',36.0,'Fortuna Sittard',14000.0
'Ander Capa','Ander Capa Rodríguez',77,'Spain',30.0,'Athletic Club de Bilbao',25000.0
'Danilo','Danilo Teodoro Soares',77,'Brazil',30.0,'VfL Bochum 1848',24000.0
'J. Beauguel','Jean-David Beauguel',77,'France',30.0,'Al Wehda',30000.0
'A. Blake','Andre Blake',77,'Jamaica',31.0,'Philadelphia Union',7000.0
'M. Targett','Matt Targett',77,'England',26.0,'Newcastle United',69000.0
'J. Denayer','Jason Denayer',77,'Belgium',27.0,'Free agent',0.0
'Y. Mina','Yerry Mina',77,'Colombia',27.0,'Everton',37000.0
'N. Elvedi','Nico Elvedi',77,'Switzerland',25.0,'Borussia Mönchengladbach',25000.0
'L. Boyé','Lucas Boyé',77,'Argentina',26.0,'Elche CF',23000.0
'M. Friedrich','Marvin Friedrich',77,'Germany',26.0,'Borussia Mönchengladbach',26000.0
'R. Aguilar','Ruben Aguilar',77,'France',29.0,'AS Monaco',45000.0
'S. Lainer','Stefan Lainer',77,'Austria',29.0,'Borussia Mönchengladbach',27000.0
'M. Schwäbe','Marvin Schwäbe',77,'Germany',27.0,'1. FC Köln',21000.0
'Dyego Sousa','Dyego Wilverson Ferreira Sousa',77,'Portugal',32.0,'Unión Deportiva Almería',29000.0
'J. Andersen','Joachim Andersen',77,'Denmark',26.0,'Crystal Palace',48000.0
'Pepe Reina','José Manuel Reina Páez',77,'Spain',39.0,'Villarreal CF',14000.0
'G. Pezzella','Germán Pezzella',77,'Argentina',31.0,'Real Betis Balompié',22000.0
'Negredo','Álvaro Negredo Sánchez',77,'Spain',36.0,'Cádiz CF',25000.0
'Aitor','Aitor Fernández',77,'Spain',31.0,'CA Osasuna',21000.0
'De Marcos','Oscar De Marcos Arana',77,'Spain',33.0,'Athletic Club de Bilbao',25000.0
'A. Dzyuba','Artem Dzyuba',77,'Russia',33.0,'Adana Demirspor',25000.0
'M. Balotelli','Mario Balotelli',77,'Italy',31.0,'FC Sion',30000.0
'C. Stuani','Cristhian Stuani',77,'Uruguay',35.0,'Girona FC',22000.0
'D. Godín','Diego Godín',77,'Uruguay',36.0,'Vélez Sarsfield',11000.0
'Sidnei','Sidnei Rechel da Silva Júnior',77,'Brazil',32.0,'Unión Deportiva Las Palmas',11000.0
'K. Gameiro','Kévin Gameiro',77,'France',35.0,'RC Strasbourg Alsace',22000.0
'A. Guardado','Andrés Guardado',77,'Mexico',35.0,'Real Betis Balompié',16000.0
'S. Sirigu','Salvatore Sirigu',77,'Italy',35.0,'Napoli',23000.0
'Jorge Molina','Jorge Molina Vidal',77,'Spain',40.0,'Granada CF',10000.0
'U. Sadiq','Umar Sadiq',77,'Nigeria',25.0,'Real Sociedad',33000.0
'T. Awoniyi','Taiwo Awoniyi',77,'Nigeria',24.0,'Nottingham Forest',56000.0
'Adrià Pedrosa','Adrià Giner Pedrosa',77,'Spain',24.0,'RCD Espanyol de Barcelona',16000.0
'Arthur Cabral','Arthur Mendonça Cabral',77,'Brazil',24.0,'Fiorentina',47000.0
'Tuta','Lucas Silva Melo',77,'Brazil',22.0,'Eintracht Frankfurt',23000.0
'M. Kilman','Max Kilman',77,'England',25.0,'Wolverhampton Wanderers',62000.0
'J. Maas','Jan Maas',77,'Netherlands',28.0,'AFC Richmond',45000.0
'J. Kuchta','Jan Kuchta',77,'Czech Republic',25.0,'AC Sparta Praha',1000.0
'N. Madueke','Noni Madueke',77,'England',20.0,'PSV',16000.0
'Z. Feddal','Zouhair Feddal',77,'Morocco',32.0,'Real Valladolid CF',22000.0
'Y. Poulsen','Yussuf Poulsen',77,'Denmark',28.0,'RB Leipzig',53000.0
'Galeno','Wenderson Nascimento Galeno',77,'Brazil',24.0,'FC Porto',13000.0
'B. Badiashile','Benoît Badiashile',77,'France',21.0,'AS Monaco',31000.0
'P. Daka','Patson Daka',77,'Zambia',23.0,'Leicester City',68000.0
'Gorosabel','Andoni Gorosabel Espinosa',77,'Spain',25.0,'Real Sociedad',27000.0
'Eric García','Eric García Martret',77,'Spain',21.0,'FC Barcelona',71000.0
'D. Zagadou','Dan-Axel Zagadou',77,'France',23.0,'VfB Stuttgart',21000.0
'M. Demiral','Merih Demiral',77,'Turkey',24.0,'Atalanta',35000.0
'V. Castellanos','Valentin Castellanos',77,'Argentina',23.0,'Girona FC',10000.0
'M. Lacroix','Maxence Lacroix',77,'France',22.0,'VfL Wolfsburg',34000.0
'D. Undav','Deniz Undav',77,'Germany',25.0,'Brighton & Hove Albion',63000.0
'M. Salisu','Mohammed Salisu',77,'Ghana',23.0,'Southampton',41000.0
'R. Holding','Rob Holding',77,'England',26.0,'Arsenal',65000.0
'K. Dolberg','Kasper Dolberg',77,'Denmark',24.0,'Sevilla FC',39000.0
'Robert Sánchez','Robert Lynch Sánchez',77,'Spain',24.0,'Brighton & Hove Albion',37000.0
'A. Disasi','Axel Disasi',77,'France',24.0,'AS Monaco',37000.0
'C. Montes','César Montes',77,'Mexico',25.0,'Free agent',0.0
'Rodrigo Vuarte','Rodrigo Éder Vuarte Ruiz',77,'Brazil',30.0,'Clube Atlético Mineiro',32000.0
'Vieirundinho','Danilo Manuel Vieira Espíndola',77,'Brazil',34.0,'Santos',26000.0
'Murildo Kauê','Murildo Kauê Cadete Teixeira',77,'Brazil',22.0,'Palmeiras',33000.0
'Vitor Hugo','Vitor Hugo Franchescoli Souza',77,'Brazil',31.0,'Trabzonspor',33000.0
'F. Schär','Fabian Schär',77,'Switzerland',30.0,'Newcastle United',69000.0
'K. Mbabu','Kevin Mbabu',77,'Switzerland',27.0,'Fulham',50000.0
'Paulo Oliveira','Paulo André Rodrigues Oliveira',77,'Portugal',30.0,'SC Braga',15000.0
'Emerson','Emerson Palmieri dos Santos',77,'Italy',27.0,'West Ham United',56000.0
'G. Castrovilli','Gaetano Castrovilli',77,'Italy',25.0,'Fiorentina',47000.0
'J. Butez','Jean Butez',77,'France',27.0,'Royal Antwerp FC',17000.0
'H. Diallo','Habib Diallo',77,'Senegal',27.0,'RC Strasbourg Alsace',30000.0
'K. Iheanacho','Kelechi Iheanacho',77,'Nigeria',25.0,'Leicester City',74000.0
'I. Meslier','Illan Meslier',77,'France',22.0,'Leeds United',25000.0
'T. Hübers','Timo Hübers',76,'Germany',25.0,'1. FC Köln',23000.0
'J. Sánchez','Jorge Sánchez',76,'Mexico',24.0,'Ajax',13000.0
'F. Zampedri','Fernando Zampedri',76,'Argentina',34.0,'Universidad Católica',13000.0
'T. Henry','Thomas Henry',76,'France',27.0,'Hellas Verona',29000.0
'R. Perraud','Romain Perraud',76,'France',24.0,'Southampton',38000.0
'Adilson Edrada','Adilson Patrick Edrada Pereira',76,'Brazil',30.0,'Santos',26000.0
'F. Müller','Florian Müller',76,'Germany',24.0,'VfB Stuttgart',15000.0
'W. Hoedt','Wesley Hoedt',76,'Netherlands',28.0,'RSC Anderlecht',22000.0
'F. Fabra','Frank Fabra',76,'Colombia',31.0,'Boca Juniors',16000.0
'Diego Llorente','Diego Javier Llorente Ríos',76,'Spain',28.0,'Leeds United',36000.0
'A. Hamdallah','Abderrazak Hamdallah',76,'Morocco',31.0,'Al Ittihad',40000.0
'Helton Leite','Helton Brant Aleixo Leite',76,'Brazil',31.0,'SL Benfica',10000.0
'G. Cuéllar','Gustavo Cuéllar',76,'Colombia',29.0,'Al Hilal',35000.0
'L. Dubois','Léo Dubois',76,'France',27.0,'Galatasaray SK',51000.0
'L. Sigali','Leonardo Sigali',76,'Argentina',35.0,'Racing Club',13000.0
'L. Montipò','Lorenzo Montipò',76,'Italy',26.0,'Hellas Verona',20000.0
'S. Guirassy','Serhou Guirassy',76,'France',26.0,'VfB Stuttgart',44000.0
'Ayoze Pérez','Ayoze Pérez Gutiérrez',76,'Spain',28.0,'Leicester City',75000.0
'A. Petagna','Andrea Petagna',76,'Italy',27.0,'AC Monza',48000.0
'Álvaro García','Álvaro García Rivera',76,'Spain',29.0,'Rayo Vallecano',21000.0
'A. Sørloth','Alexander Sørloth',76,'Norway',26.0,'Real Sociedad',48000.0
'Germán','Germán Sánchez Barahona',76,'Spain',35.0,'Racing Santander',7000.0
'M. Bizot','Marco Bizot',76,'Netherlands',31.0,'Stade Brestois 29',17000.0
'E. Sviatchenko','Erik Sviatchenko',76,'Denmark',30.0,'FC Midtjylland',25000.0
'D. Vida','Domagoj Vida',76,'Croatia',33.0,'AEK Athens',1000.0
'D. Boyata','Dedryck Boyata',76,'Belgium',31.0,'Club Brugge KV',22000.0
'N. Sliti','Naïm Sliti',76,'Tunisia',29.0,'Ettifaq FC',30000.0
'A. Townsend','Andros Townsend',76,'England',30.0,'Everton',37000.0
'H. Seferovic','Haris Seferovic',76,'Switzerland',30.0,'Galatasaray SK',15000.0
'Juan Jesus','Juan Guilherme Nunes Jesus',76,'Brazil',31.0,'Napoli',41000.0
'K. Günter','Koray Günter',76,'Germany',27.0,'Hellas Verona',24000.0
'Luís Neto','Luís Carlos Novo Neto',76,'Portugal',34.0,'Sporting CP',12000.0
'H. Van Crombrugge','Hendrik Van Crombrugge',76,'Belgium',29.0,'RSC Anderlecht',18000.0
'R. Knoche','Robin Knoche',76,'Germany',30.0,'1. FC Union Berlin',27000.0
'J. Kurtic','Jasmin Kurtic',76,'Slovenia',33.0,'PAOK',1000.0
'C. Tataru?anu','Ciprian Tataru?anu',76,'Romania',36.0,'AC Milan',25000.0
'R. Falk','Rasmus Falk',76,'Denmark',30.0,'F.C. København',23000.0
'R. Saponara','Riccardo Saponara',76,'Italy',30.0,'Fiorentina',50000.0
'C. Wood','Chris Wood',76,'New Zealand',30.0,'Newcastle United',77000.0
'J. Bednarek','Jan Bednarek',76,'Poland',26.0,'Aston Villa',44000.0
'David Raya','David Raya Martin',76,'Spain',26.0,'Brentford',33000.0
'S. Ingason','Sverrir Ingi Ingason',76,'Iceland',28.0,'PAOK',1000.0
'L. Acosta','Luciano Acosta',76,'Argentina',28.0,'FC Cincinnati',10000.0
'A. Morelos','Alfredo Morelos',76,'Colombia',26.0,'Rangers FC',53000.0
'J. Stanek','Jindrich Stanek',76,'Czech Republic',26.0,'FC Viktoria Plzen',850.0
'T. Baumgartl','Timo Baumgartl',76,'Germany',26.0,'1. FC Union Berlin',16000.0
'P. Bernardoni','Paul Bernardoni',76,'France',25.0,'Angers SCO',16000.0
'H. Martín','Henry Martín',76,'Mexico',29.0,'Free agent',0.0
'Diego Rico','Diego Rico Salguero',76,'Spain',29.0,'Real Sociedad',28000.0
'Zaldúa','Joseba Zaldúa Bengoetxea',76,'Spain',30.0,'Cádiz CF',26000.0
'L. Skorupski','Lukasz Skorupski',76,'Poland',31.0,'Bologna',23000.0
'Aridane','Aridane Hernández Umpiérrez',76,'Spain',33.0,'CA Osasuna',24000.0
'L. Cooper','Liam Cooper',76,'Scotland',30.0,'Leeds United',34000.0
'B. Dost','Bas Dost',76,'Netherlands',33.0,'FC Utrecht',18000.0
'A. Budimir','Ante Budimir',76,'Croatia',30.0,'CA Osasuna',29000.0
'M. Isla','Mauricio Isla',76,'Chile',34.0,'Universidad Católica',11000.0
'G. Kakuta','Gaël Kakuta',76,'Congo DR',31.0,'Racing Club de Lens',30000.0
'P. van Aanholt','Patrick van Aanholt',76,'Netherlands',31.0,'Galatasaray SK',51000.0
'B. Meling','Birger Meling',76,'Norway',27.0,'Stade Rennais FC',37000.0
'M. Borja','Miguel Borja',76,'Colombia',29.0,'River Plate',19000.0
'L. Advíncula','Luis Advíncula',76,'Peru',32.0,'Boca Juniors',16000.0
'P. Terracciano','Pietro Terracciano',76,'Italy',32.0,'Fiorentina',34000.0
'G. Nyamsi','Gerzino Nyamsi',76,'France',25.0,'RC Strasbourg Alsace',22000.0
'S. Zurkowski','Szymon Zurkowski',76,'Poland',24.0,'Fiorentina',40000.0
'N. Casale','Nicolò Casale',76,'Italy',24.0,'Lazio',33000.0
'O. Alderete','Omar Alderete',76,'Paraguay',25.0,'Getafe CF',25000.0
'Ander Guevara','Ander Guevara Lajo',76,'Spain',24.0,'Real Sociedad',26000.0
'R. Yaremchuk','Roman Yaremchuk',76,'Ukraine',26.0,'Club Brugge KV',27000.0
'L. Dendoncker','Leander Dendoncker',76,'Belgium',27.0,'Aston Villa',66000.0
'David Seijalbo','David Jefferson Seijalbo Vaz',76,'Brazil',26.0,'Clube Atlético Mineiro',30000.0
'F. Ni?a','Florin Ni?a',76,'Romania',34.0,'Free agent',0.0
'J. Mateta','Jean-Philippe Mateta',76,'France',25.0,'Crystal Palace',51000.0
'F. Medina','Facundo Medina',76,'Argentina',23.0,'Racing Club de Lens',24000.0
'Pierrino Faria','Pierre Tomás Torres De Faria',76,'Brazil',38.0,'Santos',13000.0
'Nelsildo Reis','Nelson Arturo Reis Lopes',76,'Brazil',22.0,'Ceará Sporting Club',9000.0
